date,open,high,low,close,volume
2024-04-29 09:15:00,181.8,181.8,181.3,181.75,563
2024-04-29 09:16:00,181.85,182.25,181.85,182.2,1919
2024-04-29 09:17:00,182.0,182.35,181.6,182.35,6318
2024-04-29 09:18:00,182.35,182.35,182.0,182.05,1077
2024-04-29 09:19:00,182.05,182.4,181.95,182.2,2259
2024-04-29 09:20:00,182.5,182.5,182.1,182.1,3370
2024-04-29 09:21:00,181.6,182.85,181.6,182.7,13522
2024-04-29 09:22:00,182.55,182.55,182.4,182.5,987
2024-04-29 09:23:00,182.5,182.7,182.3,182.3,1815
2024-04-29 09:24:00,182.5,182.5,182.0,182.05,4699
2024-04-29 09:25:00,182.05,182.1,181.85,181.85,491
2024-04-29 09:26:00,181.85,182.05,181.8,181.8,112
2024-04-29 09:27:00,181.8,182.05,181.75,182.05,501
2024-04-29 09:28:00,182.05,182.05,181.8,182.0,937
2024-04-29 09:29:00,182.0,182.0,181.85,181.95,1032
2024-04-29 09:30:00,181.85,182.05,181.8,182.05,354
2024-04-29 09:31:00,182.05,182.05,181.7,181.7,50
2024-04-29 09:32:00,181.7,181.7,181.6,181.6,1903
2024-04-29 09:33:00,181.6,182.0,181.6,182.0,1147
2024-04-29 09:34:00,182.0,182.05,181.75,182.05,1094
2024-04-29 09:35:00,182.05,182.2,182.05,182.05,1164
2024-04-29 09:36:00,182.05,182.15,182.0,182.0,797
2024-04-29 09:37:00,182.15,182.15,182.0,182.15,381
2024-04-29 09:38:00,182.15,182.3,182.05,182.3,4940
2024-04-29 09:39:00,182.3,182.5,182.2,182.5,1180
2024-04-29 09:40:00,182.5,182.55,182.2,182.55,1575
2024-04-29 09:41:00,182.25,182.5,182.25,182.5,142
2024-04-29 09:42:00,182.4,182.4,182.2,182.2,438
2024-04-29 09:43:00,182.05,182.05,181.7,181.7,4419
2024-04-29 09:44:00,181.7,181.7,181.5,181.5,1078
2024-04-29 09:45:00,181.5,181.5,181.3,181.3,667
2024-04-29 09:46:00,181.3,181.3,181.05,181.25,529
2024-04-29 09:47:00,181.25,181.35,181.05,181.35,1125
2024-04-29 09:48:00,181.35,181.65,181.05,181.6,3101
2024-04-29 09:49:00,181.6,181.6,181.55,181.6,214
2024-04-29 09:50:00,181.3,181.5,181.3,181.5,1719
2024-04-29 09:51:00,181.5,181.55,181.3,181.55,1027
2024-04-29 09:52:00,181.55,181.6,181.4,181.6,862
2024-04-29 09:53:00,181.6,181.6,181.4,181.6,113
2024-04-29 09:54:00,181.6,181.6,181.2,181.35,2475
2024-04-29 09:55:00,181.35,181.35,181.05,181.2,1390
2024-04-29 09:56:00,181.2,181.35,181.2,181.35,312
2024-04-29 09:57:00,181.35,181.45,181.25,181.25,704
2024-04-29 09:58:00,181.25,181.45,181.2,181.45,210
2024-04-29 09:59:00,181.45,181.45,181.15,181.35,395
2024-04-29 10:00:00,181.35,181.35,181.15,181.15,1097
2024-04-29 10:01:00,181.15,181.35,181.1,181.1,1738
2024-04-29 10:02:00,181.1,181.35,181.05,181.05,298
2024-04-29 10:03:00,181.05,181.3,181.05,181.05,3
2024-04-29 10:04:00,181.05,181.6,181.05,181.6,6289
2024-04-29 10:05:00,181.6,181.6,181.3,181.3,54
2024-04-29 10:06:00,181.3,181.8,181.15,181.8,1260
2024-04-29 10:07:00,181.8,181.8,181.5,181.5,354
2024-04-29 10:08:00,181.5,181.5,181.5,181.5,133
2024-04-29 10:09:00,181.5,181.5,181.5,181.5,19
2024-04-29 10:10:00,181.5,181.5,181.25,181.25,168
2024-04-29 10:11:00,181.25,181.45,181.25,181.45,3
2024-04-29 10:12:00,181.45,181.45,181.25,181.25,156
2024-04-29 10:13:00,181.25,181.3,181.05,181.3,441
2024-04-29 10:14:00,181.3,181.3,181.1,181.1,63
2024-04-29 10:15:00,181.1,181.3,181.1,181.1,16
2024-04-29 10:16:00,181.1,181.25,181.1,181.25,100
2024-04-29 10:17:00,181.25,181.4,181.1,181.4,5353
2024-04-29 10:18:00,181.35,181.5,181.25,181.3,366
2024-04-29 10:19:00,181.3,181.7,181.3,181.3,368
2024-04-29 10:20:00,181.3,181.6,181.3,181.55,50
2024-04-29 10:21:00,181.55,181.6,181.3,181.6,165
2024-04-29 10:22:00,181.6,181.6,181.4,181.4,487
2024-04-29 10:23:00,181.4,181.6,181.4,181.4,300
2024-04-29 10:24:00,181.4,181.4,181.4,181.4,20
