date,open,high,low,close,volume
2024-04-29 09:15:00,1094.5,1102.65,1090.2,1090.2,3161
2024-04-29 09:16:00,1090.2,1097.85,1088.85,1097.85,12865
2024-04-29 09:17:00,1098.4,1098.45,1095.45,1096.45,3588
2024-04-29 09:18:00,1096.45,1097.85,1093.95,1095.65,632
2024-04-29 09:19:00,1095.65,1095.65,1092.3,1092.3,836
2024-04-29 09:20:00,1092.3,1092.3,1088.15,1089.0,2816
2024-04-29 09:21:00,1089.35,1089.9,1086.9,1087.05,681
2024-04-29 09:22:00,1087.05,1087.05,1083.35,1084.35,1516
2024-04-29 09:23:00,1084.35,1085.95,1084.05,1085.1,229
2024-04-29 09:24:00,1085.1,1085.85,1084.3,1084.35,1742
2024-04-29 09:25:00,1084.35,1085.2,1079.05,1079.05,4035
2024-04-29 09:26:00,1079.4,1080.1,1074.5,1077.4,8521
2024-04-29 09:27:00,1078.6,1083.4,1077.5,1081.85,1747
2024-04-29 09:28:00,1080.0,1082.15,1080.0,1081.0,4456
2024-04-29 09:29:00,1081.0,1081.0,1078.0,1078.0,666
2024-04-29 09:30:00,1078.0,1079.4,1075.0,1075.0,2062
2024-04-29 09:31:00,1075.0,1076.5,1075.0,1076.2,1204
2024-04-29 09:32:00,1076.5,1079.95,1075.45,1078.75,1223
2024-04-29 09:33:00,1078.7,1079.95,1078.2,1079.5,395
2024-04-29 09:34:00,1079.5,1079.65,1077.5,1078.55,317
2024-04-29 09:35:00,1078.0,1078.0,1076.95,1077.0,264
2024-04-29 09:36:00,1077.0,1077.0,1075.0,1076.8,2676
2024-04-29 09:37:00,1076.8,1076.95,1075.0,1075.35,2146
2024-04-29 09:38:00,1075.35,1075.75,1075.05,1075.05,319
2024-04-29 09:39:00,1075.05,1075.05,1074.5,1074.5,616
2024-04-29 09:40:00,1074.5,1076.9,1073.0,1073.0,2469
2024-04-29 09:41:00,1074.95,1077.35,1074.2,1076.25,509
2024-04-29 09:42:00,1076.25,1077.25,1076.25,1076.45,225
2024-04-29 09:43:00,1076.45,1077.25,1074.15,1074.15,362
2024-04-29 09:44:00,1074.8,1076.0,1074.15,1074.9,1099
2024-04-29 09:45:00,1074.9,1075.75,1073.0,1073.0,2994
2024-04-29 09:46:00,1073.15,1073.15,1069.9,1071.3,3277
2024-04-29 09:47:00,1072.95,1075.3,1072.25,1075.25,3362
2024-04-29 09:48:00,1074.05,1077.55,1074.05,1076.65,1746
2024-04-29 09:49:00,1076.65,1076.65,1075.05,1076.15,745
2024-04-29 09:50:00,1076.15,1077.95,1075.9,1076.95,122
2024-04-29 09:51:00,1076.95,1079.95,1076.95,1079.95,832
2024-04-29 09:52:00,1079.95,1080.7,1078.5,1078.5,1793
2024-04-29 09:53:00,1078.5,1082.8,1078.5,1082.8,2679
2024-04-29 09:54:00,1082.8,1082.8,1080.8,1081.0,599
2024-04-29 09:55:00,1080.0,1082.5,1080.0,1082.15,2234
2024-04-29 09:56:00,1082.15,1082.2,1080.0,1080.0,403
2024-04-29 09:57:00,1080.0,1081.3,1080.0,1081.3,320
2024-04-29 09:58:00,1081.3,1081.3,1078.95,1079.15,2389
2024-04-29 09:59:00,1077.95,1079.95,1077.95,1079.7,373
2024-04-29 10:00:00,1079.8,1081.7,1078.85,1081.7,325
2024-04-29 10:01:00,1080.9,1081.6,1080.25,1081.1,136
2024-04-29 10:02:00,1081.1,1081.1,1080.25,1080.3,227
2024-04-29 10:03:00,1080.4,1082.7,1080.25,1082.55,1030
2024-04-29 10:04:00,1082.55,1082.75,1081.6,1082.7,386
2024-04-29 10:05:00,1082.65,1083.5,1081.5,1083.15,1264
2024-04-29 10:06:00,1083.15,1084.5,1082.25,1084.5,3219
2024-04-29 10:07:00,1084.5,1084.5,1082.5,1082.5,11
2024-04-29 10:08:00,1082.35,1088.9,1082.35,1088.85,3626
2024-04-29 10:09:00,1088.9,1089.1,1087.35,1089.1,1769
2024-04-29 10:10:00,1089.7,1091.9,1087.95,1088.35,6198
2024-04-29 10:11:00,1088.35,1089.45,1088.35,1089.15,231
2024-04-29 10:12:00,1089.15,1089.15,1088.6,1088.6,69
2024-04-29 10:13:00,1088.6,1089.0,1088.6,1089.0,115
2024-04-29 10:14:00,1089.0,1090.05,1087.5,1090.0,1654
2024-04-29 10:15:00,1090.0,1090.0,1087.3,1089.95,170
2024-04-29 10:16:00,1089.0,1089.9,1088.6,1089.0,531
2024-04-29 10:17:00,1089.0,1089.75,1088.35,1089.75,311
2024-04-29 10:18:00,1089.8,1089.8,1088.9,1088.9,63
2024-04-29 10:19:00,1088.9,1089.8,1088.6,1088.6,63
2024-04-29 10:20:00,1088.6,1089.8,1087.6,1088.95,976
2024-04-29 10:21:00,1088.6,1092.25,1088.6,1092.25,1106
2024-04-29 10:22:00,1092.25,1092.5,1091.2,1091.5,4120
2024-04-29 10:23:00,1092.25,1093.9,1090.85,1092.65,2188
2024-04-29 10:24:00,1093.0,1095.4,1092.3,1095.4,847
2024-04-29 10:25:00,1095.5,1097.0,1095.35,1096.0,841
2024-04-29 10:26:00,1096.0,1097.0,1095.0,1095.0,844
2024-04-29 10:27:00,1095.0,1096.45,1095.0,1095.75,515
